clf_name,auc_max,auc_min,auc_avg,auc_std
random_forest_classifier,0.543596730245232,0.258770010070088,0.405869314263331,0.116468706377627
knn_classifier,0.455861934120344,0.315555058214774,0.387766095404797,0.057353907163962
xgboost_classifier,0.394796905969514,0.307393841816007,0.348822031506443,0.035826695472062
gaussian_nb_classifier,0.412910669215124,0.214629729500375,0.309264497138416,0.08119826279344
ridge_classifier,0.36403914711114,0.250908966699585,0.309224457680999,0.046251494668561
sgd_classifier,0.284995072370686,0.222210151327669,0.263573985650721,0.029254873828302
